"","years","months","Site","ppt","tmean"
"1",1981,1,"Haynes",4.84000015258789,-2.79999995231628
"2",1981,2,"Haynes",27.5200004577637,-1.72500002384186
"3",1981,3,"Haynes",23.1800003051758,2.34000015258789
"4",1981,4,"Haynes",30.4500007629395,5.63499975204468
"5",1981,5,"Haynes",92.7900009155273,9.64999961853027
"6",1981,6,"Haynes",48.9099998474121,13.3850002288818
"7",1981,7,"Haynes",8.53999996185303,18.7849998474121
"8",1981,8,"Haynes",6.48999977111816,20
"9",1981,9,"Haynes",14.2799997329712,14.0249996185303
"10",1981,10,"Haynes",17.4200000762939,5.69999980926514
"11",1981,11,"Haynes",37.1199989318848,0.809999942779541
"12",1981,12,"Haynes",43.4599990844727,-4.42999982833862
"13",1982,1,"Haynes",28.7600002288818,-7.59500026702881
"14",1982,2,"Haynes",17.9699993133545,-6.84499979019165
"15",1982,3,"Haynes",41.5099983215332,0.850000143051147
"16",1982,4,"Haynes",38.6300010681152,1.9850001335144
"17",1982,5,"Haynes",47.2900009155273,8.36499977111816
"18",1982,6,"Haynes",40.8300018310547,13.5600004196167
"19",1982,7,"Haynes",35.1800003051758,17.7700004577637
"20",1982,8,"Haynes",21.7099990844727,19.2849998474121
"21",1982,9,"Haynes",49.1300010681152,12.8149995803833
"22",1982,10,"Haynes",31.9500007629395,5.67999982833862
"23",1982,11,"Haynes",8.9399995803833,-2.80999994277954
"24",1982,12,"Haynes",40.2900009155273,-5.76500034332275
"25",1983,1,"Haynes",10.5299997329712,-3.26999998092651
"26",1983,2,"Haynes",15.7700004577637,-1.45999991893768
"27",1983,3,"Haynes",28.5799999237061,2.02500009536743
"28",1983,4,"Haynes",14.7799997329712,3.37000036239624
"29",1983,5,"Haynes",19.0300006866455,8.84000015258789
"30",1983,6,"Haynes",54.5900001525879,13.5299997329712
"31",1983,7,"Haynes",57.3400001525879,17.1849994659424
"32",1983,8,"Haynes",52.8600006103516,19.7049999237061
"33",1983,9,"Haynes",24.75,12.5900001525879
"34",1983,10,"Haynes",26.0100002288818,7.15999984741211
"35",1983,11,"Haynes",45.0099983215332,-0.665000081062317
"36",1983,12,"Haynes",31.6100006103516,-11.8600006103516
"37",1984,1,"Haynes",17.4799995422363,-7.54500007629395
"38",1984,2,"Haynes",11.5500001907349,-5.16499996185303
"39",1984,3,"Haynes",30.75,-0.0949997901916504
"40",1984,4,"Haynes",46.0200004577637,3.67999982833862
"41",1984,5,"Haynes",52.5499992370605,8.65000057220459
"42",1984,6,"Haynes",82.9300003051758,12.5650005340576
"43",1984,7,"Haynes",34.5499992370605,18.8649997711182
"44",1984,8,"Haynes",31.7999992370605,18.8899993896484
"45",1984,9,"Haynes",22.0799999237061,11.4400005340576
"46",1984,10,"Haynes",21.9799995422363,4.57000017166138
"47",1984,11,"Haynes",29.2800006866455,-1.75
"48",1984,12,"Haynes",20.9799995422363,-9.80000019073486
"49",1985,1,"Haynes",14.5600004196167,-8.24499988555908
"50",1985,2,"Haynes",7.92000007629395,-9.44000053405762
"51",1985,3,"Haynes",22.5300006866455,-3.26999998092651
"52",1985,4,"Haynes",7.48999977111816,6.48000049591064
"53",1985,5,"Haynes",50.9900016784668,10.789999961853
"54",1985,6,"Haynes",10.8500003814697,14.9249992370605
"55",1985,7,"Haynes",23.3899993896484,21.0499992370605
"56",1985,8,"Haynes",24.3099994659424,16.3999996185303
"57",1985,9,"Haynes",58.9000015258789,10.2950000762939
"58",1985,10,"Haynes",12.0699996948242,5.14499998092651
"59",1985,11,"Haynes",28.2399997711182,-5.76000022888184
"60",1985,12,"Haynes",12.1400003433228,-9.17500019073486
"61",1986,1,"Haynes",20.9500007629395,-4.61500024795532
"62",1986,2,"Haynes",57.6500015258789,-1.36500000953674
"63",1986,3,"Haynes",16.9799995422363,4.19500017166138
"64",1986,4,"Haynes",32.5200004577637,5.6850004196167
"65",1986,5,"Haynes",37.5800018310547,9.89000034332275
"66",1986,6,"Haynes",29.4300003051758,16.9899997711182
"67",1986,7,"Haynes",32.8499984741211,16.9349994659424
"68",1986,8,"Haynes",41.8600006103516,19.6949996948242
"69",1986,9,"Haynes",53.9000015258789,9.80500030517578
"70",1986,10,"Haynes",13.25,7.1399998664856
"71",1986,11,"Haynes",29.0599994659424,-0.660000085830688
"72",1986,12,"Haynes",7.07999992370605,-5.13000011444092
"73",1987,1,"Haynes",14.9899997711182,-6.26999998092651
"74",1987,2,"Haynes",14.8800001144409,-1.52499997615814
"75",1987,3,"Haynes",21.4899997711182,1.41999983787537
"76",1987,4,"Haynes",8.22999954223633,9.14000034332275
"77",1987,5,"Haynes",67.5999984741211,11.9149990081787
"78",1987,6,"Haynes",29.6700000762939,15.2849998474121
"79",1987,7,"Haynes",65.370002746582,17.0049991607666
"80",1987,8,"Haynes",24.2800006866455,16.2749996185303
"81",1987,9,"Haynes",0.270000010728836,15.0499992370605
"82",1987,10,"Haynes",0.200000002980232,8.67000007629395
"83",1987,11,"Haynes",12.8400001525879,1.16499996185303
"84",1987,12,"Haynes",27.9099998474121,-5.14999961853027
"85",1988,1,"Haynes",20.6800003051758,-7.46000003814697
"86",1988,2,"Haynes",16.4400005340576,-2.18999981880188
"87",1988,3,"Haynes",18.2800006866455,0.565000057220459
"88",1988,4,"Haynes",44.0299987792969,6.66499996185303
"89",1988,5,"Haynes",48.6800003051758,10.1700000762939
"90",1988,6,"Haynes",24.3899993896484,17.2749996185303
"91",1988,7,"Haynes",1.35000002384186,20.3700008392334
"92",1988,8,"Haynes",11.3000001907349,18.1749992370605
"93",1988,9,"Haynes",6.07999992370605,12.5200004577637
"94",1988,10,"Haynes",5.76999998092651,10.3999996185303
"95",1988,11,"Haynes",50.2200012207031,-2.5
"96",1988,12,"Haynes",11.1999998092651,-7.32500028610229
"97",1989,1,"Haynes",28.2700004577637,-6.77999973297119
"98",1989,2,"Haynes",20.6800003051758,-8.60000038146973
"99",1989,3,"Haynes",34.4799995422363,0.110000133514404
"100",1989,4,"Haynes",8.77000045776367,6.07000017166138
"101",1989,5,"Haynes",38.6100006103516,8.82500076293945
"102",1989,6,"Haynes",21.7299995422363,14.2049999237061
"103",1989,7,"Haynes",19.1200008392334,20.1100006103516
"104",1989,8,"Haynes",38.2999992370605,16.9449996948242
"105",1989,9,"Haynes",16.5599994659424,12.6549997329712
"106",1989,10,"Haynes",26.7999992370605,6.14000034332275
"107",1989,11,"Haynes",11.8999996185303,0.0299999713897705
"108",1989,12,"Haynes",16.75,-5.10000038146973
"109",1990,1,"Haynes",31.1200008392334,-4.53999996185303
"110",1990,2,"Haynes",3.90000009536743,-5.00999975204468
"111",1990,3,"Haynes",18.8400001525879,0.579999923706055
"112",1990,4,"Haynes",33.0900001525879,7.38000011444092
"113",1990,5,"Haynes",47.9000015258789,7.84000015258789
"114",1990,6,"Haynes",34.4900016784668,12.9950008392334
"115",1990,7,"Haynes",27.9500007629395,18.6399993896484
"116",1990,8,"Haynes",53.0200004577637,18.0799999237061
"117",1990,9,"Haynes",8.52999973297119,16.060001373291
"118",1990,10,"Haynes",20.1399993896484,5.34500026702881
"119",1990,11,"Haynes",21.25,0.0199999809265137
"120",1990,12,"Haynes",23.0900001525879,-11.7200002670288
"121",1991,1,"Haynes",13.6000003814697,-7.95000028610229
"122",1991,2,"Haynes",7.23000001907349,0.130000114440918
"123",1991,3,"Haynes",34.2000007629395,0.0449998378753662
"124",1991,4,"Haynes",32.810001373291,3.89000010490417
"125",1991,5,"Haynes",52.5699996948242,7.71000003814697
"126",1991,6,"Haynes",60.0800018310547,12.6549997329712
"127",1991,7,"Haynes",6.96000003814697,18.8549995422363
"128",1991,8,"Haynes",15.5900001525879,20.25
"129",1991,9,"Haynes",21.9899997711182,14.2700004577637
"130",1991,10,"Haynes",26.8299999237061,5.95499992370605
"131",1991,11,"Haynes",65.1600036621094,-3.31500005722046
"132",1991,12,"Haynes",16.7199993133545,-5.76000022888184
"133",1992,1,"Haynes",6.07000017166138,-5.56500005722046
"134",1992,2,"Haynes",15.5799999237061,-0.755000114440918
"135",1992,3,"Haynes",9.22000026702881,4.11499977111816
"136",1992,4,"Haynes",18.6299991607666,6.96499967575073
"137",1992,5,"Haynes",14.3599996566772,11.789999961853
"138",1992,6,"Haynes",71.5599975585938,15.5600004196167
"139",1992,7,"Haynes",35.7799987792969,16.1650009155273
"140",1992,8,"Haynes",3.39000010490417,18.4599990844727
"141",1992,9,"Haynes",17.5599994659424,11.75
"142",1992,10,"Haynes",37.1199989318848,8.44499969482422
"143",1992,11,"Haynes",23.9099998474121,-3.57500004768372
"144",1992,12,"Haynes",35.7700004577637,-8.21000003814697
"145",1993,1,"Haynes",17.5499992370605,-9.76000022888184
"146",1993,2,"Haynes",13.9899997711182,-6.77499961853027
"147",1993,3,"Haynes",33.9300003051758,2.20499992370605
"148",1993,4,"Haynes",38.2900009155273,4.06999969482422
"149",1993,5,"Haynes",29.8799991607666,11.8649997711182
"150",1993,6,"Haynes",82.5,11.9400005340576
"151",1993,7,"Haynes",57.5999984741211,13.1849994659424
"152",1993,8,"Haynes",40.1699981689453,15.125
"153",1993,9,"Haynes",3.05999994277954,12.4049997329712
"154",1993,10,"Haynes",18.3999996185303,6.875
"155",1993,11,"Haynes",9.23999977111816,-3.96499967575073
"156",1993,12,"Haynes",13.3999996185303,-5.94000005722046
"157",1994,1,"Haynes",24.3999996185303,-3.85999989509583
"158",1994,2,"Haynes",33.1500015258789,-5.48000001907349
"159",1994,3,"Haynes",6.98999977111816,1.67999982833862
"160",1994,4,"Haynes",25.9899997711182,6.44499969482422
"161",1994,5,"Haynes",42.1199989318848,11.335000038147
"162",1994,6,"Haynes",23.1100006103516,14.2550001144409
"163",1994,7,"Haynes",19.4500007629395,18.5900001525879
"164",1994,8,"Haynes",8.60000038146973,19.3500003814697
"165",1994,9,"Haynes",2.73000001907349,14.9050006866455
"166",1994,10,"Haynes",27.7900009155273,5.3899998664856
"167",1994,11,"Haynes",34.6100006103516,-4.48999977111816
"168",1994,12,"Haynes",26.4400005340576,-5.51000022888184
"169",1995,1,"Haynes",28.5699996948242,-6.98000001907349
"170",1995,2,"Haynes",10.5299997329712,-0.634999990463257
"171",1995,3,"Haynes",41.6699981689453,-0.0600001811981201
"172",1995,4,"Haynes",41.4300003051758,3.91499996185303
"173",1995,5,"Haynes",77.0800018310547,8.23999977111816
"174",1995,6,"Haynes",70.6399993896484,12.3199996948242
"175",1995,7,"Haynes",44.0699996948242,17.6800003051758
"176",1995,8,"Haynes",10.6300001144409,17.6300010681152
"177",1995,9,"Haynes",24.7099990844727,13.789999961853
"178",1995,10,"Haynes",23.0400009155273,4.16999959945679
"179",1995,11,"Haynes",41.8300018310547,0.370000004768372
"180",1995,12,"Haynes",35.8300018310547,-4.65500020980835
"181",1996,1,"Haynes",39.7000007629395,-6.34999990463257
"182",1996,2,"Haynes",24.1700000762939,-5.02500009536743
"183",1996,3,"Haynes",38.7599983215332,-0.105000019073486
"184",1996,4,"Haynes",32.2799987792969,5.0149998664856
"185",1996,5,"Haynes",47.439998626709,7.42000007629395
"186",1996,6,"Haynes",17.2399997711182,14.4799995422363
"187",1996,7,"Haynes",5.73999977111816,19.3850002288818
"188",1996,8,"Haynes",7.17999982833862,18.4799995422363
"189",1996,9,"Haynes",5.8899998664856,11.6849994659424
"190",1996,10,"Haynes",23.0100002288818,6.13499975204468
"191",1996,11,"Haynes",33.5299987792969,-0.184999942779541
"192",1996,12,"Haynes",46.9500007629395,-5.30999994277954
"193",1997,1,"Haynes",49.8199996948242,-6.6850004196167
"194",1997,2,"Haynes",21.6800003051758,-3.96500015258789
"195",1997,3,"Haynes",17.6900005340576,0.819999933242798
"196",1997,4,"Haynes",37.3499984741211,2.83500003814697
"197",1997,5,"Haynes",23.1000003814697,10.6999998092651
"198",1997,6,"Haynes",66,14.2749996185303
"199",1997,7,"Haynes",30.4599990844727,17.2199993133545
"200",1997,8,"Haynes",28.6900005340576,17.8199996948242
"201",1997,9,"Haynes",34.3699989318848,13.6199998855591
"202",1997,10,"Haynes",50.2599983215332,5.65500020980835
"203",1997,11,"Haynes",18.0400009155273,-0.440000057220459
"204",1997,12,"Haynes",13.6300001144409,-7.00500011444092
"205",1998,1,"Haynes",44.8199996948242,-4.21500015258789
"206",1998,2,"Haynes",17.1399993896484,-3.28000020980835
"207",1998,3,"Haynes",11.3199996948242,0.289999961853027
"208",1998,4,"Haynes",40.4700012207031,5.13500022888184
"209",1998,5,"Haynes",56.2099990844727,10.1800003051758
"210",1998,6,"Haynes",62.1300010681152,11.0450000762939
"211",1998,7,"Haynes",37.8600006103516,20.6350002288818
"212",1998,8,"Haynes",11.2799997329712,19.4599990844727
"213",1998,9,"Haynes",29.7299995422363,15.8150005340576
"214",1998,10,"Haynes",11.0600004196167,6.09999990463257
"215",1998,11,"Haynes",32.2599983215332,0.879999995231628
"216",1998,12,"Haynes",36.7599983215332,-6.90499973297119
"217",1999,1,"Haynes",31.1499996185303,-3.53999996185303
"218",1999,2,"Haynes",25.9099998474121,-3.81500005722046
"219",1999,3,"Haynes",20.6800003051758,0.695000171661377
"220",1999,4,"Haynes",15.9799995422363,3.38500022888184
"221",1999,5,"Haynes",35.5499992370605,8.38500022888184
"222",1999,6,"Haynes",35.7200012207031,12.7800006866455
"223",1999,7,"Haynes",0,18.2449989318848
"224",1999,8,"Haynes",20.9799995422363,18.9850006103516
"225",1999,9,"Haynes",7.53000020980835,12.3500003814697
"226",1999,10,"Haynes",7,8.40499973297119
"227",1999,11,"Haynes",16.8199996948242,2.91000008583069
"228",1999,12,"Haynes",22.8500003814697,-4.11999988555908
"229",2000,1,"Haynes",41.7900009155273,-5.7350001335144
"230",2000,2,"Haynes",21.5400009155273,-1.29000008106232
"231",2000,3,"Haynes",16.2700004577637,1.26999998092651
"232",2000,4,"Haynes",15.2399997711182,7.14000034332275
"233",2000,5,"Haynes",29.9400005340576,9.88000011444092
"234",2000,6,"Haynes",9.59000015258789,14.5600004196167
"235",2000,7,"Haynes",7.15000009536743,19.3250007629395
"236",2000,8,"Haynes",7.96000003814697,19.2649993896484
"237",2000,9,"Haynes",25.1499996185303,11.8999996185303
"238",2000,10,"Haynes",57.0200004577637,6.54499959945679
"239",2000,11,"Haynes",29.1000003814697,-4.93499994277954
"240",2000,12,"Haynes",13.3400001525879,-5.86999988555908
"241",2001,1,"Haynes",13.5,-6.16499996185303
"242",2001,2,"Haynes",14.6300001144409,-4.79999971389771
"243",2001,3,"Haynes",20.7199993133545,1.80499994754791
"244",2001,4,"Haynes",46.25,4.41499996185303
"245",2001,5,"Haynes",12.6999998092651,11.0600004196167
"246",2001,6,"Haynes",36.5699996948242,14.1350002288818
"247",2001,7,"Haynes",28.5,19.1500015258789
"248",2001,8,"Haynes",3.53999996185303,20.0249996185303
"249",2001,9,"Haynes",33.7000007629395,15.6800003051758
"250",2001,10,"Haynes",22.1800003051758,6.85500001907349
"251",2001,11,"Haynes",16.2199993133545,2.21000003814697
"252",2001,12,"Haynes",22.3799991607666,-7.08500003814697
"253",2002,1,"Haynes",21.5,-5.83500003814697
"254",2002,2,"Haynes",11.0200004577637,-4.40000009536743
"255",2002,3,"Haynes",20.3299999237061,-1.23000001907349
"256",2002,4,"Haynes",30.9799995422363,4.79499959945679
"257",2002,5,"Haynes",31.5599994659424,9.01000022888184
"258",2002,6,"Haynes",43.3300018310547,14.585000038147
"259",2002,7,"Haynes",14.3500003814697,20.5300006866455
"260",2002,8,"Haynes",22.1800003051758,16.5550003051758
"261",2002,9,"Haynes",14.5,13.7649993896484
"262",2002,10,"Haynes",6.05999994277954,4.69000005722046
"263",2002,11,"Haynes",21.3400001525879,-1.14999997615814
"264",2002,12,"Haynes",14.3699998855591,-3.30999994277954
"265",2003,1,"Haynes",35.9799995422363,-2.4300000667572
"266",2003,2,"Haynes",39.1500015258789,-4.21499967575073
"267",2003,3,"Haynes",26.8999996185303,1.51000010967255
"268",2003,4,"Haynes",46.1599998474121,5.15999984741211
"269",2003,5,"Haynes",18.3999996185303,9.85000038146973
"270",2003,6,"Haynes",10.5100002288818,14.8400001525879
"271",2003,7,"Haynes",10.0699996948242,21.4750003814697
"272",2003,8,"Haynes",22.1200008392334,20.7600002288818
"273",2003,9,"Haynes",9.13000011444092,14.1199998855591
"274",2003,10,"Haynes",7.76000022888184,9.51499938964844
"275",2003,11,"Haynes",15.8299999237061,-3.38000011444092
"276",2003,12,"Haynes",29.0599994659424,-3.81500005722046
"277",2004,1,"Haynes",19.4500007629395,-5.86500024795532
"278",2004,2,"Haynes",17.8799991607666,-3.68499994277954
"279",2004,3,"Haynes",5.19999980926514,4.28999996185303
"280",2004,4,"Haynes",17.9500007629395,6.87999963760376
"281",2004,5,"Haynes",62.7599983215332,9.36999988555908
"282",2004,6,"Haynes",35.3899993896484,14.1350002288818
"283",2004,7,"Haynes",33.1800003051758,18.8500003814697
"284",2004,8,"Haynes",21.4300003051758,17.560001373291
"285",2004,9,"Haynes",32.1399993896484,12.1350002288818
"286",2004,10,"Haynes",33.9900016784668,7.125
"287",2004,11,"Haynes",3.46000003814697,-0.269999980926514
"288",2004,12,"Haynes",20.1499996185303,-3.22000002861023
"289",2005,1,"Haynes",10.1800003051758,-4.23999977111816
"290",2005,2,"Haynes",3.20000004768372,-2.25
"291",2005,3,"Haynes",16.0699996948242,1.97499990463257
"292",2005,4,"Haynes",19.4899997711182,5.64000034332275
"293",2005,5,"Haynes",58.0999984741211,9.60999965667725
"294",2005,6,"Haynes",64.2799987792969,12.1450004577637
"295",2005,7,"Haynes",4.15999984741211,19.5249996185303
"296",2005,8,"Haynes",14.5699996948242,18.6849994659424
"297",2005,9,"Haynes",21.3299999237061,12.8949995040894
"298",2005,10,"Haynes",17.4500007629395,8.10000038146973
"299",2005,11,"Haynes",47.6599998474121,-1.74000012874603
"300",2005,12,"Haynes",25.75,-6.63000011444092
"301",2006,1,"Haynes",37.9099998474121,-3.51999998092651
"302",2006,2,"Haynes",10.1000003814697,-5.21000003814697
"303",2006,3,"Haynes",22.9699993133545,-0.140000104904175
"304",2006,4,"Haynes",49.5999984741211,6.25
"305",2006,5,"Haynes",20.1599998474121,11.0349998474121
"306",2006,6,"Haynes",39.9700012207031,15.6999998092651
"307",2006,7,"Haynes",9.02999973297119,21.75
"308",2006,8,"Haynes",8.82999992370605,18.2099990844727
"309",2006,9,"Haynes",28.3999996185303,12.8100004196167
"310",2006,10,"Haynes",42.3899993896484,6.28999996185303
"311",2006,11,"Haynes",24.2299995422363,0.00500011444091797
"312",2006,12,"Haynes",18.9200000762939,-4.67999982833862
"313",2007,1,"Haynes",10.6899995803833,-7.46000003814697
"314",2007,2,"Haynes",30.0699996948242,-1.6399998664856
"315",2007,3,"Haynes",15.289999961853,3.44499969482422
"316",2007,4,"Haynes",20.9799995422363,6.30499982833862
"317",2007,5,"Haynes",27.6700000762939,10.5500001907349
"318",2007,6,"Haynes",37.310001373291,15.414999961853
"319",2007,7,"Haynes",13.6899995803833,22.2649993896484
"320",2007,8,"Haynes",7.75,18.7000007629395
"321",2007,9,"Haynes",34.3300018310547,12.5599994659424
"322",2007,10,"Haynes",32.9199981689453,5.96999979019165
"323",2007,11,"Haynes",20.6000003814697,0.0199999809265137
"324",2007,12,"Haynes",29.7099990844727,-6.32000017166138
"325",2008,1,"Haynes",25.2800006866455,-8.11999988555908
"326",2008,2,"Haynes",12.9099998474121,-2.39499998092651
"327",2008,3,"Haynes",18.8799991607666,-1.08999991416931
"328",2008,4,"Haynes",12.0699996948242,2.11500024795532
"329",2008,5,"Haynes",36.6699981689453,9.00500011444092
"330",2008,6,"Haynes",17.4899997711182,13.3000001907349
"331",2008,7,"Haynes",11.039999961853,19.2700004577637
"332",2008,8,"Haynes",9.10000038146973,18.439998626709
"333",2008,9,"Haynes",22.7900009155273,12.914999961853
"334",2008,10,"Haynes",13.4499998092651,6.43000030517578
"335",2008,11,"Haynes",24.3799991607666,2.15999984741211
"336",2008,12,"Haynes",26.2900009155273,-6.38000011444092
"337",2009,1,"Haynes",24.4300003051758,-4.50999975204468
"338",2009,2,"Haynes",8.65999984741211,-2.04999995231628
"339",2009,3,"Haynes",48.5499992370605,-0.960000038146973
"340",2009,4,"Haynes",32.189998626709,4.65000009536743
"341",2009,5,"Haynes",27.6599998474121,9.92499923706055
"342",2009,6,"Haynes",70.6500015258789,13.2600002288818
"343",2009,7,"Haynes",18.2299995422363,18.2900009155273
"344",2009,8,"Haynes",45.5699996948242,17.8449993133545
"345",2009,9,"Haynes",16.5799999237061,16.1049995422363
"346",2009,10,"Haynes",29.6599998474121,3.30000019073486
"347",2009,11,"Haynes",11.1000003814697,-0.204999923706055
"348",2009,12,"Haynes",5.32999992370605,-8.10499954223633
"349",2010,1,"Haynes",26.0200004577637,-3.38499999046326
"350",2010,2,"Haynes",9.01000022888184,-2.8899998664856
"351",2010,3,"Haynes",13.5100002288818,2.20499992370605
"352",2010,4,"Haynes",22.3299999237061,4.71500015258789
"353",2010,5,"Haynes",64.0599975585938,6.53000020980835
"354",2010,6,"Haynes",77.6800003051758,12.6099996566772
"355",2010,7,"Haynes",11.1700000762939,17.6149997711182
"356",2010,8,"Haynes",28.2000007629395,17.0550003051758
"357",2010,9,"Haynes",32.7999992370605,13.6499996185303
"358",2010,10,"Haynes",32.1699981689453,8.93000030517578
"359",2010,11,"Haynes",29.8400001525879,-1.4099999666214
"360",2010,12,"Haynes",38.0200004577637,-4.97499990463257
"361",2011,1,"Haynes",14.5799999237061,-6.17499971389771
"362",2011,2,"Haynes",7.19999980926514,-5.35500001907349
"363",2011,3,"Haynes",30.2299995422363,0.255000114440918
"364",2011,4,"Haynes",36.8300018310547,2.48499989509583
"365",2011,5,"Haynes",58,7.90000009536743
"366",2011,6,"Haynes",40.6500015258789,12.3049993515015
"367",2011,7,"Haynes",23.0900001525879,18.875
"368",2011,8,"Haynes",8.52999973297119,19.1550006866455
"369",2011,9,"Haynes",8.73999977111816,15.5149993896484
"370",2011,10,"Haynes",38.8899993896484,7.70500040054321
"371",2011,11,"Haynes",17.3400001525879,-1.55499994754791
"372",2011,12,"Haynes",20.6700000762939,-4.9850001335144
"373",2012,1,"Haynes",13.9899997711182,-3.87499976158142
"374",2012,2,"Haynes",13.0299997329712,-2.96000003814697
"375",2012,3,"Haynes",46.689998626709,2.69500017166138
"376",2012,4,"Haynes",13.3100004196167,7.05999994277954
"377",2012,5,"Haynes",25.3199996948242,9.17999935150146
"378",2012,6,"Haynes",12.8199996948242,14.4200000762939
"379",2012,7,"Haynes",25.2600002288818,20.7700004577637
"380",2012,8,"Haynes",6.65000009536743,19.6949996948242
"381",2012,9,"Haynes",7.3600001335144,15.0149993896484
"382",2012,10,"Haynes",27.4400005340576,6.33500003814697
"383",2012,11,"Haynes",26.5599994659424,1.42999994754791
"384",2012,12,"Haynes",35.9099998474121,-4.59000015258789
"385",2013,1,"Haynes",14.8500003814697,-6.75500011444092
"386",2013,2,"Haynes",6.86999988555908,-3.19999980926514
"387",2013,3,"Haynes",8.09000015258789,0.625
"388",2013,4,"Haynes",8.02000045776367,4.50500011444092
"389",2013,5,"Haynes",35.2400016784668,10.5900001525879
"390",2013,6,"Haynes",32.3400001525879,14.8299999237061
"391",2013,7,"Haynes",18.8600006103516,20.9650001525879
"392",2013,8,"Haynes",16.3400001525879,19.7950000762939
"393",2013,9,"Haynes",46.3499984741211,14.4700002670288
"394",2013,10,"Haynes",27.2700004577637,5.30000019073486
"395",2013,11,"Haynes",15.1899995803833,0.115000009536743
"396",2013,12,"Haynes",14.1099996566772,-7.19999980926514
"397",2014,1,"Haynes",13.8299999237061,-2.59999990463257
"398",2014,2,"Haynes",40.0099983215332,-4.88499975204468
"399",2014,3,"Haynes",16.3600006103516,1.24000000953674
"400",2014,4,"Haynes",27.0900001525879,5.07500028610229
"401",2014,5,"Haynes",19.6399993896484,10.5649995803833
"402",2014,6,"Haynes",33.3699989318848,13.5150003433228
"403",2014,7,"Haynes",4.84000015258789,20.3649997711182
"404",2014,8,"Haynes",61.1599998474121,17.6800003051758
"405",2014,9,"Haynes",21.1299991607666,14.25
"406",2014,10,"Haynes",27.9200000762939,8.9399995803833
"407",2014,11,"Haynes",29.4300003051758,-1.55499994754791
"408",2014,12,"Haynes",31.2999992370605,-3.6100001335144
"409",2015,1,"Haynes",13.5900001525879,-2.4850001335144
"410",2015,2,"Haynes",14.8599996566772,0.0450000762939453
"411",2015,3,"Haynes",9.46000003814697,4.15499973297119
"412",2015,4,"Haynes",25.1800003051758,5.59999990463257
"413",2015,5,"Haynes",65.8199996948242,10.3790006637573
"414",2015,6,"Haynes",24.6000003814697,17.5350017547607
"415",1981,1,"McDevitt",6.25,-3.22000002861023
"416",1981,2,"McDevitt",32.0400009155273,-2.45000004768372
"417",1981,3,"McDevitt",23.9500007629395,1.4449999332428
"418",1981,4,"McDevitt",33.3400001525879,4.72499990463257
"419",1981,5,"McDevitt",94.2600021362305,8.68000030517578
"420",1981,6,"McDevitt",41.7799987792969,12.5799999237061
"421",1981,7,"McDevitt",4.34000015258789,18.0050010681152
"422",1981,8,"McDevitt",5.96999979019165,19.2350006103516
"423",1981,9,"McDevitt",13.6899995803833,13.4300003051758
"424",1981,10,"McDevitt",18.9200000762939,5.01999998092651
